Title,Price,Address,Details
4 bedroom terraced duplex for sale,"₦290,000,000","Oregun, Ikeja, Lagos",N/A
3 bedroom flat / apartment for sale,"₦600,000,000","Ikoyi, Lagos",N/A
5 bedroom detached duplex for sale,"₦1,500,000,000","Ikoyi, Lagos",N/A
5 bedroom detached duplex for sale,"₦700,000,000","Ikate, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦2,000,000per annum","Destiny Homes Abijo Ajah Lagos, Abijo, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦50,000,000per annum","Ikoyi, Lagos",N/A
5 bedroom semi-detached duplex for rent,"₦100,000,000per annum","Ikoyi, Lagos",N/A
4 bedroom terraced duplex for rent,"₦40,000,000per annum","Ikoyi, Lagos",N/A
5 bedroom detached duplex for rent,"₦13,000,000per annum","Main Victoria Garden City, VGC, Lekki, Lagos",N/A
6 bedroom detached duplex for sale,"₦1,700,000,000","Ikate Lekki, Ikate, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦300,000,000","Lekki Phase 1, Lekki, Lagos",N/A
Residential land for sale,"₦130,000,000","Katampe Extension, Katampe, Abuja",N/A
2 bedroom flat / apartment for rent,"₦15,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦230,000,000","Ikeja, Lagos",N/A
4 bedroom terraced duplex for sale,"₦350,000,000","Lekki Phase 1, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦16,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦15,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
5 bedroom detached duplex for rent,"₦20,000,000per annum","Osapa London Estate, Lekki, Lagos",N/A
3 bedroom semi-detached duplex for sale,"₦350,000,000","Ikeja, Lagos",N/A
3 bedroom flat / apartment short let,"₦215,000per day","Off Palace Road, Oniru, Victoria Island (VI), Lagos",N/A
2 bedroom flat / apartment for rent,"₦17,000,000per annum","Oniru, Victoria Island (VI), Lagos",N/A
4 bedroom terraced duplex for sale,"₦300,000,000","Anthony, Maryland, Lagos",N/A
4 bedroom terraced duplex for sale,"₦280,000,000","Adeniyi Jones, Adeniyi Jones, Ikeja, Lagos",N/A
Residential land for sale,"₦15,812,500per plot","Green Haven, Opposite Nigeria Army Estate, Karsana, Abuja",N/A
Residential land for sale,"₦150,000,000","Visa Residence, Beside Hotel De Bently, Opposite Hotel 2020, Wuye, Abuja",N/A
4 bedroom terraced duplex for sale,"₦600,000,000","Lekki Phase 1, Lekki, Lagos",N/A
1 bedroom flat / apartment short let,"₦70,000per day","Adeyemo Akapo, Omole Phase 1, Ikeja, Lagos",N/A
1 bedroom flat / apartment short let,"₦75,000per day","Adeyemo, Omole Phase 1, Ikeja, Lagos",N/A
5 bedroom detached duplex for sale,"₦945,000,000","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦330,000,000","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦280,000,000","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦330,000,000","Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom house for sale,"₦250,000,000","Close To Leadway, Surulere, Lagos",N/A
2 bedroom flat / apartment for sale,"₦800,000,000","Eko Atlantic City, Lagos",N/A
3 bedroom terraced duplex for sale,"₦130,000,000","Oko Oba, Oko-oba, Agege, Lagos",N/A
5 bedroom detached duplex for sale,"₦1,500,000,000","Ikoyi, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦700,000,000","Ikoyi, Lagos",N/A
3 bedroom house for sale,"₦85,000,000","Surulere, Surulere, Lagos",N/A
Residential land for sale,"₦200,000,000","News Engineering Area, Dawaki, Gwarinpa, Abuja",N/A
Self contain (single rooms) short let,"₦45,000per day","19 Lord Lugard Street, Area 11, Garki, Abuja",N/A
6 bedroom detached duplex for sale,"₦4,500,000,000","Banana Island, Ikoyi, Lagos",N/A
3 bedroom house for sale,"₦145,000,000","Yaba, Yaba, Lagos",N/A
5 bedroom detached duplex for sale,"₦650,000,000","GRA Phase 2, Magodo, Lagos",N/A
3 bedroom house for sale,"₦150,000,000","Yaba, Yaba, Lagos",N/A
3 bedroom flat / apartment for sale,"₦70,000,000","Shimawa Estate, Mowe Ofada, Ogun",N/A
5 bedroom detached duplex for sale,"₦900,000,000","Osapa, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦720,000,000","Chevron, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦1,200,000,000","Lekki Phase 1, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦600,000,000","Chevron, Lekki, Lagos",N/A
Residential land for sale,"₦850,000,000","Ikeja Gra, Ikeja GRA, Ikeja, Lagos",N/A
4 bedroom detached duplex for sale,"₦80,000,000","Eagle Island, Port Harcourt, Rivers",N/A
3 bedroom block of flats for sale,"₦110,000,000","Brains And Hammer City, Life Camp, Abuja",N/A
5 bedroom detached duplex for sale,"₦1,400,000,000","Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦105,000,000","Ikota, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦1,200,000,000","Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom terraced duplex for rent,"₦16,000,000per annum","Ikate, Lekki, Lagos",N/A
Block of flats for sale,"₦200,000,000","Ojota, Lagos",N/A
3 bedroom flat / apartment for rent,"₦20,000,000per annum","Oniru, Victoria Island (VI), Lagos",N/A
2 bedroom flat / apartment for rent,"₦15,000,000per annum","Ikate, Lekki, Lagos",N/A
4 bedroom detached duplex for sale,"₦800,000,000","VGC, Lekki, Lagos",N/A
5 bedroom house for sale,"₦3,500,000,000","Ikoyi, Lagos",N/A
2 bedroom flat / apartment short let,"₦155,999per day","Mercedes-benz Street, Ikate, Lekki, Lagos",N/A
4 bedroom detached duplex for rent,"₦35,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
Land for sale,"₦4,000,000,000","Victoria Island (VI), Lagos",N/A
2 bedroom flat / apartment for rent,"₦7,000,000per annum","Ikate, Lekki, Lagos",N/A
Land for sale,"₦520,000,000","Chevron Toll Gate, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦40,000,000per annum","Victoria Island (VI), Lagos",N/A
Land for sale,"₦2,800,000,000","Victoria Island (VI), Lagos",N/A
2 bedroom flat / apartment for rent,"₦6,000,000per annum","Sangotedo, Lekki, Lagos",N/A
Block of flats for sale,"₦250,000,000","Isheri, Magodo, Lagos",N/A
Office space for rent,"$900per annumapprox. ₦1,256,427","Ikoyi, Lagos",N/A
3 bedroom terraced duplex for rent,"₦6,500,000per annum","Sangotedo, Lekki, Lagos",N/A
3 bedroom terraced duplex for rent,"₦8,500,000per annum","Ikate, Lekki, Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦5,000,000per annum","Ikate, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦17,000,000per annum","Oniru, Victoria Island (VI), Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦3,000,000per annum","Lekki Conservation, By Chevron Toll Gate, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦8,000,000per annum","Ikate, Lekki, Lagos",N/A
Office space for rent,"$225,000per annumapprox. ₦314,106,734","Ikoyi, Lagos",N/A
5 bedroom detached duplex for rent,"₦25,000,000per annum","Ikate, Lekki, Lagos",N/A
3 bedroom flat / apartment for sale,"₦900,000,000","Shoreline Drive, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦18,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦14,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom flat / apartment short let,"₦350,000per day","7, Centrale Residence, Bisola Durosinmi Etti Drive, Lekki Phase 1, Lekki, Lagos",N/A
Residential land joint venture,"₦1,000,000,000","Naf Valley, Asokoro District, Abuja",N/A
4 bedroom flat / apartment for sale,"₦2,500,000,000","Ikoyi, Lagos",N/A
3 bedroom flat / apartment for sale,"₦120,000,000","Igbo Efon, Lekki, Lagos",N/A
3 bedroom flat / apartment for sale,"₦170,000,000","Osapa London, Lekki, Lagos",N/A
4 bedroom flat / apartment for sale,"₦1,800,000,000","Ikoyi, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦250,000,000","Osapa London, Osapa, Lekki, Lagos",N/A
Residential land for sale,"₦150,000,000","Katampe Extension, Katampe, Abuja",N/A
Plaza / complex / mall for sale,"₦4,600,000,000","Ikota, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦195,000,000","Ikate Elegushi, Lekki, Lagos",N/A
Plaza / complex / mall for sale,"₦4,600,000,000","In A Gated And Secure Area In Ikota, Lekki, Lagos",N/A
4 bedroom detached duplex for sale,"₦350,000,000","Dawaki, Gwarinpa, Abuja",N/A
1 bedroom mini flat (room and parlour) for rent,"₦4,000,000per annum","Ikate, Lekki, Lagos",N/A
Residential land joint venture,"₦50,000,000","Naf Valley, Asokoro District, Abuja",N/A
3 bedroom flat / apartment for rent,"₦16,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom detached duplex for sale,"₦220,000,000","Chevron Toll Gate, Orchid Road, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦390,000,000","Lekky County, Ikota, Lekki, Lagos",N/A
4 bedroom detached duplex for rent,"₦37,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦390,000,000","Chevron Toll Gate, Orchid Road, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦240,000,000","Kafe, Abuja",N/A
5 bedroom terraced duplex for sale,"₦300,000,000","Kukwaba, Abuja",N/A
5 bedroom detached duplex for sale,"₦1,200,000,000","Lekki Phase 1, Lekki, Lagos",N/A
5 bedroom terraced duplex for sale,"₦300,000,000","Kukwaba, Abuja",N/A
4 bedroom terraced duplex for sale,"₦380,000,000","Wuye, Abuja",N/A
3 bedroom flat / apartment for sale,"₦110,000,000","Idu Industrial, Abuja",N/A
4 bedroom detached duplex for sale,"₦2,000,000,000","Banana Island, Ikoyi, Lagos",N/A
2 bedroom flat / apartment for rent,"₦15,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦15,000,000per annum","Beside Petrocam, Lekki Phase 1, Lekki, Lagos",N/A
1 bedroom flat / apartment for rent,"₦2,500,000per annum","Lekki, Lagos",N/A
6 bedroom detached duplex for sale,"₦2,300,000,000","Old Ikoyi, Ikoyi, Lagos",N/A
4 bedroom terraced duplex for rent,"₦30,000,000per annum","Louis Solomon Close Off Ahmadu Bello Way, Victoria Island (VI), Lagos",N/A
2 bedroom flat / apartment for sale,"₦350,000,000","Oniru, Victoria Island (VI), Lagos",N/A
2 bedroom flat / apartment for rent,"₦8,500,000per annum","Ramat Crescent, GRA, Ogudu, Lagos",N/A
5 bedroom detached duplex for rent,"₦20,000,000per annum","Pinnock Beach Estate, Osapa, Lekki, Lagos",N/A
Mixed-use land joint venture,"₦1,000,000","Asaba, Delta",N/A
5 bedroom detached duplex for rent,"₦15,000,000per annum","Agungi, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦430,000,000","Adeniyi Jones, Ikeja, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦350,000,000","GRA Phase 1, Magodo, Lagos",N/A
8 bedroom detached duplex for sale,"$14,000,000approx. ₦19,544,419,020","Banana Island, Ikoyi, Lagos",N/A
4 bedroom detached duplex for sale,"₦300,000,000","Ajao Estate Airport, Isolo, Lagos",N/A
3 bedroom block of flats for sale,"₦90,000,000","Lekki Scheme 2, Lekki, Lagos",N/A
4 bedroom house for sale,"₦390,000,000","Wuye, Abuja",N/A
2 bedroom flat / apartment for sale,"₦198,000,000","Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",N/A
6 bedroom detached duplex for sale,"$6,500,000approx. ₦9,074,194,545","Banana Island, Ikoyi, Lagos",N/A
Office space for rent,"₦15,000,000per annum","GRA Phase 2, Port Harcourt, Rivers",N/A
Office space for rent,"₦1,647,900per month","1 Zambezi Crescent Off Aguyi Ironsi Street, Murjanatu House, Maitama District, Abuja",N/A
Office space for sale,"$60,000,000approx. ₦83,761,795,800","Victoria Island (VI), Lagos",N/A
2 bedroom flat / apartment for rent,"₦15,000,000per annum","Cove Tower, Ikate, Lekki, Lagos",N/A
4 bedroom house for sale,"₦300,000,000","Ikate Elegushi, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦210,000,000per annum","Cove Tower, Ikate, Lekki, Lagos",N/A
Office space for rent,"₦424,900per month","927/928 Bishop Aboyade Cole Street, 3rd Floor, Mansard Place, Victoria Island (VI), Lagos",N/A
4 bedroom terraced duplex for sale,"₦137,000,000","Orchid Road Lekki Before Round About, Lekki, Lagos",N/A
Mixed-use land for sale,"$25,000,000approx. ₦34,900,748,250","Ozumba Mbadiwe, Victoria Island (VI), Lagos",N/A
Block of flats for sale,"$20,000,000approx. ₦27,920,598,600","Banana Island, Ikoyi, Lagos",N/A
Mixed-use land for sale,"₦12,000,000,000","Victoria Island (VI), Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦4,500,000,000","Banana Island, Ikoyi, Lagos",N/A
4 bedroom terraced duplex for rent,"₦20,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
Office space for rent,"₦320,900per month","129-132 Old Michelin Compound Trans Amadi Ind. Layout, Trans Amadi, Port Harcourt, Rivers",N/A
5 bedroom detached duplex for sale,"$3,500,000approx. ₦4,886,104,755","Banana Island, Ikoyi, Lagos",N/A
6 bedroom detached duplex for sale,"₦850,000,000","Royal Garden Estate, Ajah, Lagos",N/A
5 bedroom detached duplex for sale,"$6,000,000approx. ₦8,376,179,580","Banana Island, Ikoyi, Lagos",N/A
Office space for rent,"₦552,900per month","39 Alfred Rewane Rd, Regus Mulliner Towers 2, 2nd Floor, Ikoyi, Lagos",N/A
57 bedroom hotel / guest house for sale,"₦10,000,000,000","Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom semi-detached bungalow for rent,"₦18,000,000per annum","Vintage Park 2 Estate, Osapa, Lekki, Lagos",N/A
Mixed-use land for sale,"₦22,200,000,000","Banana Island, Ikoyi, Lagos",N/A
6 bedroom detached duplex for rent,"₦50,000,000per annum","Pinnock Beach Estate, Osapa, Lekki, Lagos",N/A
8 bedroom detached duplex for sale,"$5,000,000approx. ₦6,980,149,650","Banana Island, Ikoyi, Lagos",N/A
Residential land for sale,"₦25,000,000per plot","Lekki Atlantic City, Off Dangote Refinery Road, Ibeju Lekki, Lagos",N/A
Office space for rent,"₦486,900per month","Plot 9, Gbagada Industrial Scheme, Gbagada Expressway, Gbagada, Lagos",N/A
Office space for rent,"₦2,290,900per month","Block 94 Plot 5, The Providence Street, Lekki Phase 1, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦2,500,000per annum","Even Estate Ado Roundabout Badore Road, Ajah, Lagos",N/A
Office space for rent,"₦1,995,900per month","1 Akin Adesola St., Number One Lagos, 6th Floor, Victoria Island (VI), Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦2,200,000per annum","Badore Road, Ajah, Lagos",N/A
5 bedroom detached duplex for sale,"₦650,000,000","Victoria Garth Castle, VGC, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦98,000,000","Addy's Haven's Apartments ,pelewura, Apapa, Lagos",N/A
Office space for rent,"₦580,800per month","37 Aba Road, Ph Tower, Port Harcourt, Rivers",N/A
3 bedroom semi-detached duplex for rent,"₦10,000,000per annum","Ikate, Lekki, Lagos",N/A
10 bedroom detached duplex for sale,"₦2,500,000,000","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦2,500,000per annum","Badore, Ajah, Lagos",N/A
3 bedroom house for rent,"₦18,000,000per annum","Freedom Way, Lekki, Lagos",N/A
7 bedroom detached duplex for sale,"₦6,000,000,000","Maitama District, Abuja",N/A
4 bedroom detached duplex for sale,"₦1,300,000,000","Asokoro District, Abuja",N/A
7 bedroom detached duplex for sale,"₦900,000,000","H Medix, Guzape District, Abuja",N/A
2 bedroom flat / apartment for sale,"₦200,000,000","Guzape District, Abuja",N/A
6 bedroom house for sale,"₦425,000,000","Ajao Road Off Ogunlana Drive, Surulere, Lagos",N/A
6 bedroom detached duplex for sale,"₦950,000,000","Coza, Guzape District, Abuja",N/A
5 bedroom detached duplex for sale,"₦1,100,000,000","Coza, Guzape District, Abuja",N/A
4 bedroom terraced duplex for sale,"₦450,000,000","Guzape District, Abuja",N/A
4 bedroom terraced duplex for sale,"₦275,000,000","Awuse Estate, Opebi, Ikeja, Lagos",N/A
3 bedroom house for rent,"$1,300,000,000per annumapprox. ₦1,814,838,909,000","Off Ecowas, Asokoro District, Abuja",N/A
4 bedroom semi-detached duplex for rent,"₦14,000,000per annum","Off Gbangbala, Ikate Elegushi, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦8,000,000per annum","Alagomeji, Yaba, Lagos",N/A
3 bedroom flat / apartment for rent,"₦6,500,000per annum","Off Randle Avenue, Surulere, Lagos",N/A
1 bedroom mini flat (room and parlour) for sale,"₦140,000,000","Lekki Phase 1, Lekki, Lagos",N/A
5 bedroom semi-detached duplex for rent,"₦25,000,000per annum","Bera Estate Off Chevron Drive, Lekki, Lagos",N/A
Residential land for sale,"₦250,000,000","Awosika Estate, Opebi, Ikeja, Lagos",N/A
2 bedroom flat / apartment for rent,"₦3,000,000per annum","Gra, Ikota, Lekki, Lagos",N/A
2 bedroom detached bungalow for rent,"₦6,000,000per annum","Off Coker Road, Ilupeju, Lagos",N/A
2 bedroom flat / apartment for sale,"₦330,000,000","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦4,000,000per annum","Brown Street, Surulere, Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦2,000,000per annum","Adelabu Stressed Off Masha Road, Surulere, Lagos",N/A
5 bedroom detached duplex for rent,"₦25,000,000per annum","Gbagada, Lagos",N/A
4 bedroom detached duplex for rent,"₦20,000,000per annum","Ajah, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦15,000,000per annum","Ikate, Lekki, Lagos",N/A
Land for sale,"₦5,000,000per plot","Around The International Airport Along Lagos Expressway, Asaba, Delta",N/A
Residential land for sale,"₦4,000,000per plot","Whitehills Beachfront Estate, Ode Omi, Ibeju Lekki, Lagos",N/A
Mixed-use land for sale,"₦5,000,000per plot","Asaba, Delta",N/A
Residential land for sale,"₦3,500,000per plot","Asaba, Delta",N/A
Residential land for sale,"₦12,500,000per plot","Very Close To Coastal Road, Dangote, Jetty, Ibeju Lekki, Lagos",N/A
Residential land for sale,"₦12,500,000per plot","Ibeju Lekki, Lagos",N/A
Commercial land for sale,"₦9,000,000,000","By Nnpc Tower, Central Area Phase 2, Abuja",N/A
Mixed-use land for sale,"₦9,000,000per plot","May Fair, Efficacy Bungalow, And By Lakowe Golf Estate, Awoyaya, Ibeju Lekki, Lagos",N/A
Residential land for sale,"₦10,000,000per plot","Oxford Height Estate, Behind Mayfair Garden, 250meter To Coastal Road, Awoyaya, Ibeju Lekki, Lagos",N/A
Commercial land for sale,"₦18,000,000per plot","Behind Mayfair Garden Estate,, Awoyaya, Ibeju Lekki, Lagos",N/A
Residential land for sale,"₦9,000,000per plot",", Behind Mayfair, New Road, By Coastal Road, Awoyaya, Ibeju Lekki, Lagos",N/A
Residential land for sale,"₦3,500,000per plot","By International Airport Along Lagos Expressway, Asaba, Delta",N/A
